IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,89,5.07
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,79,5.06
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,21,5.06
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,22,5.06
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,5.05
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,359,5.05
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,49,5.05
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,58,5.05
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,24,5.05
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,5.04
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,15,5.04
8.219.202.130,8443,8443,true,SIN,Asia Pacific,Singapore,1022,5.04
8.219.83.71,8080,8080,false,SIN,Asia Pacific,Singapore,18,5.04
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.03
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.02
47.91.89.141,443,443,true,FRA,Europe,Frankfurt,259,5.02
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,37,5.02
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,28,5.02
8.219.177.205,8443,8443,true,SIN,Asia Pacific,Singapore,89,5.02
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,65,5.02
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,7,5.02
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,27,5.02
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,72,5.02
47.237.92.26,2096,2096,true,SIN,Asia Pacific,Singapore,91,5.01
47.236.118.216,2083,2083,true,SIN,Asia Pacific,Singapore,70,5.01
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,25,5.01
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,19,5.01
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,93,5.01
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,52,5.01
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,62,5.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,24,5.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,9,5.00
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,87,5.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,4.99
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,4.99
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,12,4.99
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,9,4.99
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,17,4.99
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.99
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,28,4.98
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,21,4.98
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,38,4.98
47.242.252.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,115,4.98
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,12,4.98
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,133,4.98
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,4.97
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,15,4.97
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,4.97
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,18,4.97
8.219.240.160,2053,2053,true,SIN,Asia Pacific,Singapore,98,4.96
47.243.67.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,4.96
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,4.95
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,4.95
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,10,4.94
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,78,4.94
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,95,4.94
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,4.93
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,4.93
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,61,4.93
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,4.93
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,4.93
8.219.132.64,8443,8443,true,SIN,Asia Pacific,Singapore,114,4.93
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,93,4.93
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,65,4.92
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,4.92
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,4.92
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,4.92
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.91
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,66,4.91
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.91
8.222.180.86,2053,2053,true,SIN,Asia Pacific,Singapore,56,4.91
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,9,4.91
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,44,4.90
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,16,4.90
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,25,4.90
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,9,4.89
47.236.169.15,2083,2083,true,SIN,Asia Pacific,Singapore,31,4.89
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,15,4.89
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,108,4.89
8.217.121.207,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,4.89
8.219.198.34,2053,2053,true,SIN,Asia Pacific,Singapore,69,4.89
8.219.6.150,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.89
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,55,4.88
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,33,4.88
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.88
8.219.174.213,8880,8880,false,SIN,Asia Pacific,Singapore,40,4.88
8.219.6.150,2083,2083,true,SIN,Asia Pacific,Singapore,43,4.88
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,28,4.87
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.87
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,143,4.87
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.86
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,4.86
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.86
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,37,4.86
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,6,4.86
47.237.95.13,2082,2082,false,SIN,Asia Pacific,Singapore,48,4.85
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,4.85
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,17,4.85
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,18,4.84
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,27,4.84
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,116,4.84
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,74,4.84
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,11,4.84
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,4.84
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,82,4.83
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,7,4.83
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.82
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,4.82
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.82
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,4.82
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,22,4.82
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,17,4.81
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,4.81
8.222.144.50,2087,2087,true,SIN,Asia Pacific,Singapore,59,4.81
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,29,4.81
8.219.5.10,443,443,true,SIN,Asia Pacific,Singapore,84,4.80
8.219.132.64,2096,2096,true,SIN,Asia Pacific,Singapore,54,4.80
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,39,4.80
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,68,4.80
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,48,4.80
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,57,4.80
8.219.5.10,2087,2087,true,SIN,Asia Pacific,Singapore,40,4.79
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,89,4.79
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,4.79
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,4.79
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,13,4.79
47.236.144.208,2096,2096,true,SIN,Asia Pacific,Singapore,77,4.79
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,8,4.79
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,4.79
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,25,4.79
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,4.78
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,9,4.78
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,9,4.78
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,79,4.77
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,87,4.77
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,4.76
8.217.147.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,4.76
8.210.174.156,2052,2052,false,HKG,Asia Pacific,Hong Kong,192,4.76
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,24,4.76
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,8,4.75
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,4.75
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,28,4.75
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,29,4.75
8.218.74.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,4.74
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,4.74
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,732,4.74
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.74
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,4.74
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,59,4.74
47.243.67.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.73
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,33,4.73
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.73
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,6,4.73
47.236.174.206,2083,2083,true,SIN,Asia Pacific,Singapore,24,4.72
47.242.54.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,74,4.72
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,95,4.72
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,38,4.72
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,44,4.72
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,97,4.72
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,60,4.71
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,4.71
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.71
47.243.74.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,4.71
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,4.71
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,18,4.71
47.236.174.206,2096,2096,true,SIN,Asia Pacific,Singapore,56,4.71
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.70
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,49,4.70
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,15,4.70
47.237.82.15,2082,2082,false,SIN,Asia Pacific,Singapore,141,4.70
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,8,4.69
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,4.69
47.237.10.1,2096,2096,true,SIN,Asia Pacific,Singapore,73,4.69
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,17,4.68
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.68
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.68
8.222.164.209,443,443,true,SIN,Asia Pacific,Singapore,57,4.68
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,4.68
8.217.250.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,4.68
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,4.68
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,22,4.67
47.237.0.31,2053,2053,true,SIN,Asia Pacific,Singapore,60,4.67
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,68,4.67
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,74,4.67
8.217.193.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,122,4.67
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,60,4.66
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,80,4.66
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,53,4.66
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.66
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,34,4.65
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.65
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,9,4.64
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,24,4.64
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,15,4.63
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,40,4.63
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,75,4.63
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,28,4.63
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,34,4.63
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,40,4.63
8.219.153.237,80,80,false,NRT,Asia Pacific,Tokyo,79,4.62
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,19,4.62
47.236.253.41,2083,2083,true,SIN,Asia Pacific,Singapore,60,4.62
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,28,4.62
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,9,4.61
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,4.61
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,4.61
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,4.61
8.218.53.110,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,4.61
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,15,4.60
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,8,4.60
8.222.137.192,443,443,true,SIN,Asia Pacific,Singapore,45,4.60
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,4.60
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.59
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,23,4.59
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,24,4.59
8.217.85.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,4.59
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,4.59
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,59,4.59
47.236.171.205,2087,2087,true,SIN,Asia Pacific,Singapore,103,4.58
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,53,4.58
8.218.211.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,4.58
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,4.58
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,131,4.58
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,18,4.58
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,38,4.58
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,37,4.58
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,18,4.58
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,16,4.57
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,104,4.57
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,49,4.57
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,4.56
47.236.237.90,8080,8080,false,SIN,Asia Pacific,Singapore,31,4.56
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,26,4.56
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,4.56
8.219.198.34,8880,8880,false,SIN,Asia Pacific,Singapore,24,4.56
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,4.55
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,70,4.55
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,4.55
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,4.55
47.237.95.140,8443,8443,true,SIN,Asia Pacific,Singapore,64,4.55
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,38,4.55
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,113,4.54
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,4.54
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,62,4.54
8.219.235.164,2096,2096,true,SIN,Asia Pacific,Singapore,52,4.54
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,7,4.54
47.243.67.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,4.54
8.218.85.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,4.53
8.219.210.57,2083,2083,true,SIN,Asia Pacific,Singapore,56,4.53
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,25,4.53
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,80,4.52
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,93,4.52
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,116,4.51
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,13,4.51
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,117,4.51
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,4.51
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,59,4.51
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,72,4.50
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,55,4.50
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.50
47.243.67.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,4.50
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.50
8.210.203.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,411,4.50
8.219.237.250,2087,2087,true,SIN,Asia Pacific,Singapore,70,4.49
8.219.189.143,2053,2053,true,SIN,Asia Pacific,Singapore,54,4.49
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,18,4.49
47.238.6.102,80,80,false,HKG,Asia Pacific,Hong Kong,54,4.49
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,110,4.49
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,120,4.48
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,124,4.48
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.48
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,10,4.48
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.48
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,13,4.47
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,18,4.47
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,4.47
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,4.47
8.219.1.92,2053,2053,true,SIN,Asia Pacific,Singapore,87,4.47
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,3,4.46
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,16,4.46
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,21,4.46
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,24,4.46
8.218.243.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,4.46
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,60,4.45
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,48,4.45
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.45
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,43,4.45
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,21,4.45
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,34,4.44
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,4.44
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.44
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,22,4.44
47.76.37.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,4.43
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,146,4.43
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,4.43
47.236.93.176,8443,8443,true,SIN,Asia Pacific,Singapore,63,4.43
8.217.193.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,4.43
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,59,4.43
47.236.10.100,2096,2096,true,SIN,Asia Pacific,Singapore,94,4.43
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,21,4.42
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,18,4.42
8.218.11.90,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,4.42
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,70,4.42
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,4.41
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,23,4.41
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,71,4.41
47.236.144.196,2096,2096,true,SIN,Asia Pacific,Singapore,46,4.41
47.236.9.152,80,80,false,SIN,Asia Pacific,Singapore,33,4.40
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,57,4.40
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,4.39
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,13,4.39
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,73,4.39
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,68,4.39
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,12,4.39
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,88,4.39
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,4.39
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,22,4.38
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,69,4.38
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,137,4.38
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,8,4.37
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.37
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,34,4.37
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,12,4.37
8.219.78.1,8080,8080,false,SIN,Asia Pacific,Singapore,23,4.37
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,26,4.37
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,27,4.36
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,23,4.36
8.210.245.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,4.35
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,4.35
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,4.35
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,76,4.34
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,11,4.34
47.237.95.156,2096,2096,true,SIN,Asia Pacific,Singapore,112,4.34
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,7,4.34
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,4.34
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,80,4.33
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,73,4.33
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,69,4.33
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,57,4.32
47.236.158.158,8080,8080,false,SIN,Asia Pacific,Singapore,6,4.32
8.219.120.87,80,80,false,SIN,Asia Pacific,Singapore,19,4.32
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.32
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,18,4.32
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,28,4.32
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.32
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,85,4.31
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,4.31
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,15,4.31
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,109,4.31
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,46,4.31
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,38,4.31
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,4.31
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.31
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,39,4.31
